,rate
19655,4.0
59309,4.0
17014,4.5
39126,3.0
26837,1.0
59283,4.0
9688,2.0
12062,5.0
45873,3.0
40958,3.0
2688,2.5
17028,5.0
10267,3.0
16164,3.0
34344,4.0
35093,1.0
10596,4.0
37997,0.5
11360,5.0
29116,2.0
35935,3.0
28609,5.0
45082,5.0
42316,4.0
1236,3.0
45973,5.0
51855,3.0
56126,3.0
20280,4.5
44366,4.5
50918,5.0
15135,5.0
55111,4.0
51440,2.0
44881,4.0
31424,5.0
15951,2.0
52231,3.0
51325,2.0
15681,1.0
3566,3.0
24128,4.0
38131,4.0
52114,5.0
22635,4.0
4630,1.0
3822,2.0
19126,5.0
15660,4.5
58228,3.5
9804,3.0
38432,4.5
4177,3.0
8548,4.0
45918,5.0
41431,4.0
20180,4.0
10477,4.0
23368,2.0
37072,4.0
30724,3.5
4646,4.0
9086,2.5
30620,4.0
15864,4.0
55351,2.5
2328,2.0
35644,3.0
27394,3.0
33356,5.0
37621,2.5
23541,5.0
3420,3.5
22549,0.5
26159,3.0
37092,2.0
41376,4.0
1785,4.0
31516,4.0
6362,1.0
9270,4.0
3412,3.5
26791,4.0
53861,4.0
32667,4.0
29335,4.0
49101,4.0
26430,4.0
49267,1.0
23208,3.0
56755,4.5
11741,3.0
5122,3.0
36870,1.5
43931,3.5
37812,3.5
39007,5.0
11379,3.5
38362,4.0
26614,3.0
43452,4.5
2853,2.5
35838,3.0
56365,3.0
52864,4.0
22829,4.0
44444,4.0
32268,3.5
53167,3.0
35279,3.0
52860,5.0
15512,4.5
13066,3.0
3099,3.5
32741,0.5
27104,3.5
45338,1.5
36023,4.0
43932,4.0
32834,3.0
33965,3.0
2776,4.0
2960,5.0
16612,3.5
24360,1.0
47530,2.0
9726,3.0
1114,4.0
26226,3.0
34341,4.0
28963,4.0
51257,3.0
49418,4.0
55414,2.5
45349,2.0
6296,2.5
27437,5.0
4800,4.0
39498,4.5
37785,0.5
39021,4.0
9905,3.5
24928,4.5
21176,3.5
20084,3.0
50180,3.0
29451,4.0
47362,3.5
8732,3.0
14100,3.0
51985,2.0
53823,5.0
50280,2.0
10292,1.5
36688,1.0
1229,5.0
46520,3.0
43406,2.0
29505,5.0
51372,3.5
9351,5.0
32586,2.5
23787,4.5
27426,2.5
20004,4.5
32540,4.5
16593,5.0
48885,4.0
43134,3.0
32736,3.0
36300,5.0
21140,4.0
9598,4.0
46768,5.0
7838,3.0
4449,1.0
23578,2.0
35464,4.5
53023,2.5
53556,4.5
43072,1.0
16463,3.0
8476,5.0
4952,5.0
50207,4.0
19856,3.5
39059,4.0
30517,5.0
46917,1.0
26077,4.5
16784,4.0
42513,3.0
3103,4.0
9436,3.0
44436,3.0
14971,3.0
46621,5.0
40204,4.0
7503,3.5
54148,3.0
10373,3.0
36758,1.0
44692,3.0
1322,5.0
18280,3.5
15940,4.0
7153,2.0
7710,3.0
7924,3.0
47777,3.0
30840,4.0
37396,3.5
27055,3.0
23319,4.5
50638,2.0
17503,3.5
43982,3.5
52978,4.0
4871,0.5
3775,3.0
20251,3.5
27682,2.0
34402,4.0
3598,3.5
286,5.0
54614,4.0
47062,4.0
17542,4.5
48766,1.0
41256,5.0
1541,4.0
9949,4.0
9425,4.5
13274,4.5
14453,4.0
41249,4.5
19557,3.5
56754,4.5
32470,4.0
13705,3.0
430,4.0
11027,4.0
30864,4.5
41439,2.0
8411,4.0
18171,4.0
56,2.0
22151,4.0
52980,3.0
59705,4.5
15903,4.0
6601,5.0
56068,2.5
470,4.0
21184,5.0
45947,4.0
8008,3.0
43844,3.5
15634,3.0
10503,4.0
3223,4.5
23862,4.0
19918,4.0
58786,4.0
49462,4.5
788,4.0
26308,5.0
34836,2.0
38020,3.0
7911,5.0
11843,3.0
17525,4.0
52357,5.0
31372,4.0
58090,3.0
18484,1.0
9200,3.0
32453,4.0
35999,2.5
32319,4.0
43444,3.0
41746,5.0
20333,3.0
43689,4.0
54562,3.0
26831,5.0
11398,1.0
47712,4.0
37733,5.0
11380,4.0
16535,2.5
41790,4.0
2536,1.0
35045,3.0
16063,4.0
14827,4.0
49682,3.0
4167,1.0
34771,4.0
9309,2.0
45131,5.0
36624,4.0
28959,1.0
27722,5.0
55235,4.0
11763,4.0
56345,3.5
52677,4.0
43463,4.5
31287,3.0
58226,3.5
27542,4.0
15807,4.0
23526,3.0
2756,3.5
32619,1.0
33892,5.0
59616,4.5
15157,3.0
22081,1.5
20360,4.0
11934,5.0
57429,4.5
34661,4.0
16462,5.0
57548,3.0
28377,3.0
12422,3.0
22467,3.5
59791,1.0
34979,3.0
1995,4.5
33365,3.0
5477,3.0
50950,3.0
54508,4.0
15672,3.5
24217,4.0
48815,1.5
15238,5.0
46732,3.0
510,5.0
10401,4.5
36185,3.0
22849,4.0
13040,4.0
1028,3.0
3757,4.0
5833,3.0
4417,4.0
37428,3.5
52810,4.0
26839,3.0
24051,4.0
43077,4.0
18424,2.5
29596,3.5
1929,3.0
43700,5.0
7544,3.0
4202,4.5
39517,2.5
47221,4.0
23719,4.0
7447,4.0
18738,3.0
4227,5.0
16741,4.0
32944,3.0
53482,5.0
28006,3.5
11047,4.0
50646,3.0
25849,4.0
46056,4.0
4628,1.0
24620,3.0
3135,4.0
4650,4.0
26520,4.5
39725,3.5
11518,3.0
45382,4.5
39109,4.5
27068,4.0
7021,2.5
47209,4.0
28054,3.0
1985,3.0
45081,3.0
7459,4.0
18528,2.0
34027,5.0
13966,5.0
12699,3.0
8736,3.0
6121,4.0
9941,5.0
11680,0.5
49772,3.0
5849,4.0
29317,4.0
40465,3.5
47117,4.0
37152,5.0
55556,3.0
53594,5.0
44969,5.0
43959,3.0
49618,4.5
288,3.0
51568,4.0
46457,2.5
2026,3.0
36029,4.5
49044,4.0
34261,2.5
30884,4.0
43642,4.0
26840,3.0
20318,4.0
458,2.5
59489,0.5
10230,5.0
26222,4.0
53408,2.0
20242,3.0
7644,5.0
20529,3.5
27072,3.0
53946,3.5
26573,2.0
8559,1.5
35454,4.5
34372,4.5
15973,5.0
15985,4.0
785,4.0
42826,2.0
30759,2.0
27700,2.5
57566,2.0
23465,4.0
8156,5.0
16044,4.0
53007,4.5
14779,5.0
3585,5.0
16434,5.0
14255,3.0
58745,3.5
21531,3.5
13730,2.0
36792,3.0
44838,4.0
43843,4.0
13119,4.0
49416,3.5
2589,3.0
47474,4.0
56555,4.0
3810,3.0
351,4.0
6912,5.0
20071,3.0
27564,1.0
26914,4.0
1400,3.0
1711,4.0
50066,1.5
32904,3.5
28192,3.5
2198,3.0
38518,1.0
28565,4.0
2201,4.0
53991,3.0
36736,2.0
57742,4.5
8029,3.0
36656,2.0
16214,1.0
54400,4.0
14001,1.0
47434,4.0
24940,4.5
9391,4.0
50097,5.0
40872,0.5
25372,4.0
45217,4.0
40537,4.5
32359,3.5
25981,3.0
41952,3.0
37527,2.5
49812,4.5
44290,3.0
52108,4.5
51886,5.0
38991,3.0
25019,4.0
20822,3.0
1589,2.0
43757,3.5
55432,5.0
47727,4.0
48498,2.0
15583,4.0
46942,1.5
25794,4.0
37891,4.0
45969,2.5
55610,3.0
58274,3.5
28501,2.0
19228,4.0
3405,4.0
23352,3.0
20524,3.5
54381,4.0
32522,2.0
6587,3.5
45847,5.0
3319,4.0
56885,4.0
392,4.0
35713,3.0
22972,3.5
17569,3.5
25324,3.5
51773,4.0
47865,5.0
57360,2.5
27074,4.0
33372,2.0
10421,3.5
12194,4.0
34940,4.5
34395,4.0
30253,4.0
14186,4.0
38895,4.0
16097,3.0
18533,5.0
18519,2.0
43185,3.0
2690,3.0
44497,4.0
15091,3.0
9497,2.5
9997,2.0
735,4.0
32699,3.5
33763,2.5
51128,4.0
33601,4.0
22932,3.0
34962,2.0
48356,2.5
43925,4.0
47175,3.5
55110,4.0
42838,4.5
15557,3.5
3052,3.0
6552,4.5
26172,2.0
40777,3.5
1585,4.0
42077,2.0
35996,4.5
50565,4.0
32139,5.0
49705,3.0
10741,3.0
47843,4.0
17081,4.0
28448,2.5
57795,1.0
53269,3.5
53068,4.0
11352,2.0
10128,4.0
30555,4.0
29467,3.5
20839,4.5
45576,4.0
59896,5.0
12958,5.0
24248,3.0
52709,4.0
31846,5.0
42808,2.5
3521,3.0
31525,2.0
4722,3.5
25225,3.5
51080,4.0
18560,5.0
18473,0.5
24545,3.0
29420,5.0
22256,3.0
54518,2.0
6597,4.0
44027,4.0
6640,5.0
12606,4.5
8979,1.5
29048,3.0
50987,4.5
4225,3.0
32177,4.0
11897,4.0
36513,5.0
57873,2.5
59401,4.0
19618,3.0
21638,4.0
52940,4.0
53541,4.0
35432,4.0
55109,3.0
3290,4.0
8414,5.0
17764,3.0
29472,4.0
40673,3.0
56009,2.5
21025,4.0
7308,3.5
54356,5.0
54581,4.5
30904,4.0
49824,4.5
5910,3.5
49967,5.0
4189,3.0
8789,3.5
51531,4.0
46359,4.0
46629,3.0
29368,4.0
39003,3.0
27017,4.0
55787,4.0
2744,4.0
2141,3.5
16220,3.5
25572,3.5
44755,3.0
13472,2.0
22622,5.0
38099,3.0
50603,3.5
37758,3.5
17127,2.5
56510,5.0
9175,2.0
29206,3.0
36178,0.5
57491,3.0
55978,3.0
38278,5.0
41550,2.5
16586,4.0
31755,4.5
32516,5.0
52056,4.0
43794,3.5
36987,3.5
26173,2.5
26900,3.0
14811,5.0
48528,0.5
41978,3.0
39444,5.0
98,3.0
13009,4.5
108,3.0
15301,5.0
24400,3.0
7360,2.5
18076,5.0
38846,4.0
49292,5.0
25363,1.0
24787,2.0
49953,4.0
1558,4.0
9247,4.0
38104,3.0
34751,5.0
4363,3.0
45221,4.0
54571,3.0
46918,3.5
8484,2.5
41390,3.5
50143,5.0
21153,3.5
51863,4.5
24540,3.0
19438,2.0
13447,2.5
12176,4.0
2750,1.5
46258,5.0
41777,4.0
10561,2.5
48311,3.5
12262,4.0
16402,4.0
30348,3.0
35771,3.5
26892,4.0
27400,2.5
28737,2.0
57950,4.0
30684,2.5
59672,3.5
52504,3.5
20243,5.0
38149,2.0
4725,5.0
47444,3.0
54251,4.5
31388,4.0
40672,4.0
24806,2.5
28439,1.0
45092,5.0
1040,4.5
8197,5.0
22918,4.0
42984,3.0
35198,3.5
16806,4.0
27106,3.0
1118,0.5
22594,4.5
48591,5.0
2257,5.0
52019,5.0
25504,3.5
4454,4.0
7400,4.5
52420,5.0
54242,4.0
3877,3.0
2991,3.5
23973,3.5
47099,3.0
4095,4.0
19584,4.0
38850,3.5
38685,4.5
10517,4.0
47756,5.0
34441,4.5
55361,5.0
1857,3.5
19205,4.0
19283,4.5
36785,3.0
45378,4.0
49585,4.0
332,4.5
5606,5.0
2496,3.0
4498,3.0
37354,5.0
33519,5.0
22104,4.0
36355,4.5
45345,4.0
19594,4.0
42276,2.5
41526,3.5
17662,3.5
54599,3.0
14451,2.0
53964,2.0
40082,4.0
25724,4.5
7531,4.0
23928,1.0
50812,3.0
30300,2.5
27849,2.0
43364,4.0
27572,2.0
43992,2.0
45998,5.0
40604,3.0
22126,4.0
38371,4.5
6787,3.5
14174,4.0
37292,1.0
14581,5.0
17982,4.0
50224,3.5
57285,2.0
36941,3.5
37647,5.0
45621,2.0
6984,2.0
7778,4.0
18459,3.5
30960,3.0
49805,2.0
25199,4.0
24192,2.0
47527,4.0
8692,2.0
25341,5.0
6972,3.0
35758,5.0
36822,4.0
48604,4.0
54376,4.5
12012,3.5
41422,3.0
15975,3.0
50501,4.0
8250,4.0
5323,2.0
49144,4.0
28762,3.0
2684,4.5
21171,2.0
32419,3.5
57003,4.0
5263,4.0
14878,3.5
593,4.5
825,3.0
54957,4.5
41359,5.0
33344,5.0
33295,3.0
27576,3.0
43286,3.0
15105,3.0
40493,2.5
17276,4.0
19301,3.0
48861,4.5
52575,5.0
27837,3.5
46038,2.5
6040,4.0
12163,1.0
36830,4.0
57558,4.0
16615,3.5
37788,2.0
1806,5.0
50899,4.0
11010,4.0
46463,4.0
23766,4.0
8063,3.5
34155,4.0
4727,3.5
46005,5.0
15497,5.0
22871,3.5
34050,2.0
10192,5.0
18128,4.0
22062,3.0
962,2.5
42166,3.5
17094,3.0
44590,3.0
44431,3.0
28052,3.0
20469,3.0
17987,4.0
31307,4.0
13876,4.0
46703,4.5
28916,5.0
47676,4.0
47780,4.0
51746,4.0
40283,5.0
30294,3.0
14508,5.0
40103,3.0
21116,3.0
7502,4.0
3066,4.0
56942,2.5
56782,4.0
11037,4.0
26359,3.5
29978,2.5
15955,5.0
19152,4.0
37040,3.0
36001,4.5
24533,2.0
44701,3.5
21348,4.5
21268,2.5
19036,5.0
18666,3.0
58696,0.5
5701,3.0
4769,4.0
27387,2.0
24010,4.0
3324,3.5
14719,3.0
42647,3.0
6663,3.5
14966,5.0
3711,3.5
46836,1.0
57271,1.0
31653,3.0
28987,2.0
2382,2.0
2908,3.5
41137,3.0
24332,3.5
18182,4.0
49994,4.0
56852,4.0
51018,4.5
23906,4.5
52587,4.5
50210,4.0
19005,4.0
33465,4.0
16385,2.0
17529,3.0
24050,3.0
18217,1.0
13642,3.0
30254,4.0
46248,4.0
7272,5.0
30977,2.0
9622,5.0
52003,4.5
22006,4.0
58327,4.5
19653,1.0
21119,4.5
31401,4.0
12168,4.0
37719,3.0
24510,5.0
39296,1.0
16009,3.0
53164,3.5
22086,3.0
43885,2.0
41614,3.0
23449,4.0
7932,4.0
9814,4.0
14472,5.0
38691,3.0
42567,3.0
55690,3.5
12517,2.5
2477,4.0
13302,2.0
1797,4.0
27935,3.5
42266,5.0
55731,4.0
21913,5.0
46415,4.0
6355,3.0
2825,3.5
50601,1.0
25946,4.0
24379,3.0
45564,4.0
34534,5.0
51084,4.0
42537,0.5
13462,2.0
54896,4.0
31367,3.0
27133,5.0
28729,5.0
14888,3.5
16403,4.5
18238,4.0
24146,3.5
57020,4.0
42983,2.5
48973,5.0
54595,5.0
16857,5.0
29850,2.0
19606,1.5
13694,2.5
45725,2.0
17695,4.0
50101,4.0
5708,2.0
6081,3.0
34136,5.0
56042,4.5
57202,4.0
1779,3.0
1567,5.0
35250,4.0
19474,3.5
13408,5.0
2646,3.5
34724,2.0
42649,3.5
59501,4.0
36902,4.0
51517,5.0
25743,3.0
12496,4.0
26944,4.0
41574,3.5
19387,5.0
17099,5.0
1774,1.0
57453,3.5
17622,3.0
33352,3.5
16344,3.5
39254,4.0
10538,4.0
7401,5.0
38295,5.0
53742,2.5
39536,2.0
36384,4.5
3100,3.0
44297,4.5
27137,3.0
17465,5.0
31820,2.0
25596,5.0
57840,4.0
7231,5.0
39478,3.5
53915,4.0
17439,4.0
34097,4.0
17073,4.0
12731,4.0
7683,4.5
352,5.0
29412,2.0
13218,4.5
27499,3.0
1756,2.5
56477,5.0
58747,5.0
15568,3.0
10275,0.5
4899,3.0
2233,3.0
13987,5.0
43654,5.0
18038,4.0
50152,5.0
44831,2.0
39284,2.5
11835,3.5
46557,3.0
55559,4.0
25700,3.0
37271,2.0
36793,5.0
21856,3.0
12637,3.0
54140,4.0
28538,3.0
53187,3.5
42226,4.5
16061,3.5
16444,4.0
19498,3.5
8942,5.0
27782,3.5
46249,2.0
17030,3.5
54311,5.0
40344,3.0
32020,4.0
24576,3.5
51316,3.0
6326,3.5
31510,4.0
47493,4.0
50340,5.0
10734,3.0
43990,4.0
16252,2.5
48791,4.5
52707,5.0
37218,4.0
28118,4.0
46543,3.0
9116,4.0
45745,4.5
27210,5.0
46504,4.0
5547,3.0
14397,5.0
24271,5.0
24930,4.0
56604,4.5
17124,1.5
46744,4.5
8299,3.5
54109,2.0
50945,4.5
5542,2.0
45038,4.0
59073,5.0
51892,2.0
21321,4.0
41901,4.5
22971,4.5
41263,3.0
1973,4.0
2292,4.0
56692,2.0
42371,3.0
908,3.0
49958,3.0
7189,3.0
40009,3.0
9927,4.5
13905,3.5
35442,4.0
42777,4.0
2863,0.5
3089,4.0
5059,5.0
39161,4.5
16771,3.0
18734,2.0
43627,5.0
1321,4.0
1364,3.0
32881,5.0
373,5.0
11151,3.0
17403,2.0
18760,4.0
55512,5.0
50609,4.5
33624,4.0
47557,5.0
40575,2.0
24597,5.0
2637,2.0
3942,4.0
37175,4.5
4922,4.0
53257,3.0
52228,3.0
23596,2.0
54667,4.5
55511,4.0
58224,4.0
35822,2.0
873,4.0
47043,5.0
50019,4.0
23222,4.0
7253,2.0
52155,2.5
1100,3.5
5088,4.0
14921,3.0
30008,4.5
12414,3.0
44172,3.5
49919,4.5
44963,4.0
36052,3.5
56644,3.0
19705,3.5
20320,4.5
39567,5.0
1348,3.0
42200,3.0
26418,4.0
53547,5.0
51040,4.0
57409,4.0
47735,5.0
36319,2.5
18585,4.0
56424,3.5
42779,5.0
26977,3.0
44140,2.5
3949,3.5
54011,3.5
49533,4.0
26700,5.0
56800,4.0
33912,5.0
17538,3.5
59561,5.0
7777,3.0
52063,4.0
46028,3.5
57017,3.0
1116,4.0
46217,4.0
26698,3.0
7590,4.0
28890,4.5
38506,3.0
7734,3.5
46367,4.0
5026,4.0
6105,5.0
48464,4.0
52583,4.5
9990,2.0
39753,4.0
39675,4.0
38953,4.0
48063,3.0
40470,3.5
14238,3.5
51595,2.0
51389,3.0
51714,5.0
37373,4.5
47585,3.0
14116,3.5
38085,2.0
40101,4.5
3976,1.0
13781,4.5
59337,3.0
3652,4.5
5862,4.0
949,3.0
24591,3.0
34828,3.0
50041,5.0
35257,5.0
47481,4.0
51405,3.0
12589,2.5
14935,4.0
3048,3.0
36303,4.0
57522,3.5
42562,2.0
37289,4.0
32234,5.0
39554,2.0
18362,5.0
1303,4.0
43877,4.0
49051,3.0
40543,2.5
30344,4.0
46428,2.5
23197,4.0
11270,4.5
30879,5.0
29062,3.0
48615,5.0
31961,4.0
56820,3.0
18062,3.0
25333,4.0
29379,5.0
279,4.0
15169,3.5
16428,5.0
13639,4.5
1339,4.0
6880,3.5
11274,5.0
9486,4.0
3977,5.0
791,3.0
44024,3.0
57835,4.5
26770,1.0
56350,4.0
41186,3.0
47360,3.5
8443,4.5
39752,5.0
34722,5.0
51515,3.0
48545,4.0
6579,2.0
40661,3.0
22710,2.5
24589,3.5
50995,5.0
47452,3.0
16469,4.0
28061,5.0
3226,4.0
7506,4.0
21071,3.5
27159,4.0
8897,4.0
34199,4.5
47324,4.0
33376,4.0
18141,5.0
13952,3.0
51470,4.0
38731,4.0
9157,3.5
16175,3.0
9822,3.0
9462,4.0
37474,3.0
18354,3.5
57884,5.0
54713,3.5
38882,2.0
31522,4.0
8829,4.0
18039,3.5
30360,3.0
57908,3.5
10661,3.0
43356,4.0
3507,4.0
17948,3.0
5501,4.5
7581,3.5
32617,5.0
26782,4.0
29018,2.0
33631,1.0
50460,5.0
48763,4.0
790,5.0
49093,4.0
54569,4.0
49935,3.0
28133,4.0
52727,5.0
4674,3.0
45070,3.0
11448,3.0
7321,4.0
25847,5.0
20044,5.0
29061,4.0
13100,3.0
17238,4.0
15900,4.0
29644,3.5
34545,3.5
21039,5.0
31919,4.0
37094,4.0
488,3.5
56239,2.5
52433,5.0
18736,4.0
27192,3.5
15525,3.5
26636,3.0
34470,4.0
56100,2.5
6696,3.0
43664,4.0
29559,3.0
18291,2.5
52354,4.0
7335,4.0
26266,4.0
54368,4.0
51769,2.0
38389,3.5
38436,3.0
30095,3.5
28537,5.0
11521,4.0
27688,5.0
36993,3.5
38752,4.0
33594,4.0
3436,3.5
32723,4.0
5672,4.0
8995,3.5
57002,2.0
1266,4.0
48810,3.5
12157,5.0
22440,2.0
24109,4.0
8685,4.0
38138,2.0
36587,2.5
3027,5.0
9542,4.0
23566,4.0
9507,3.0
38212,5.0
44315,4.0
23588,2.5
48801,2.0
25347,3.5
587,4.0
10188,4.5
17927,3.0
13275,1.0
53413,3.5
6551,2.0
23948,5.0
24076,5.0
28431,3.0
9765,2.5
48261,3.0
13473,3.0
34800,4.0
54854,4.0
6258,1.0
9408,4.0
49150,2.0
46138,2.0
23505,5.0
50732,4.0
16896,4.5
56493,3.0
948,3.0
53306,4.0
45894,4.0
42410,5.0
45226,4.0
36608,4.5
3963,1.0
33228,4.0
15683,3.5
56504,4.0
27561,4.5
2035,5.0
6605,5.0
17378,4.0
8430,3.0
38166,3.5
29138,4.0
8162,4.0
51382,5.0
38207,3.5
51793,1.5
29011,3.0
52929,3.0
48269,3.5
52556,4.0
28962,5.0
59400,5.0
59447,5.0
42662,4.0
23414,3.5
22252,3.5
42737,2.5
19998,5.0
44556,5.0
23891,3.0
36247,0.5
7812,2.0
33855,3.5
58296,3.0
1186,3.5
41178,5.0
12727,4.0
43876,4.0
22765,4.0
4795,4.5
16981,5.0
48358,5.0
8545,3.5
48189,3.0
6932,4.0
21100,3.0
41727,3.0
4318,5.0
18475,4.0
2252,3.5
2890,4.0
16613,3.0
31702,3.0
57376,3.0
7705,4.0
38947,3.0
45093,3.0
45213,4.5
35157,3.0
57500,4.0
7937,1.0
37295,3.5
32720,3.0
1525,3.0
35892,4.5
24054,4.0
8963,5.0
50733,4.0
10007,3.0
20200,2.0
21819,3.0
48227,3.5
42337,4.5
22305,4.0
10082,4.5
53376,4.0
8366,4.0
20440,4.0
4486,3.5
2295,5.0
39628,3.5
10887,4.0
22116,4.0
3133,4.0
21752,4.0
41922,4.0
13125,4.0
57316,3.5
304,4.0
47136,2.0
16617,3.0
6318,3.0
51445,4.0
6961,5.0
31678,4.0
31847,4.0
47900,4.0
43573,5.0
36318,5.0
25582,4.0
2657,4.0
14361,3.0
16509,4.5
23129,4.5
25045,5.0
44697,4.0
53705,5.0
23462,3.5
25876,3.5
46622,4.0
11308,4.5
4137,4.0
15481,4.0
31207,4.0
49219,4.0
24035,1.5
42490,2.5
4765,3.0
30751,3.5
30835,2.0
36348,2.0
880,3.0
45834,3.5
30704,3.0
50,4.0
52666,3.0
51923,1.0
8021,5.0
31099,3.0
57121,4.0
39528,4.0
24273,2.5
6491,4.0
49112,4.0
12857,5.0
28039,4.5
15401,5.0
22736,2.0
41859,3.5
19348,4.0
15386,3.0
2603,5.0
29568,2.0
16555,2.0
22909,3.0
49853,4.0
27491,4.0
24903,3.0
39918,5.0
20884,3.0
28334,2.0
58807,3.0
17233,3.0
37476,2.5
42015,2.0
22341,3.0
5167,3.0
50265,2.0
24651,4.5
49965,4.5
45224,3.0
10051,3.0
13019,2.5
15631,4.0
32469,5.0
28166,3.5
23052,2.0
11504,3.0
19007,4.0
11459,4.5
49287,3.0
46448,3.5
10633,3.5
59882,4.0
22569,2.5
1189,3.0
27424,4.5
41495,2.5
12804,3.0
56998,1.0
44130,2.5
41966,4.0
39963,4.5
41473,2.5
59962,1.0
51762,4.0
15645,4.0
36042,4.0
27552,4.0
4244,4.5
9621,3.0
58765,4.0
13609,4.5
39923,3.0
9389,3.0
18626,4.0
5051,1.0
32280,4.0
14964,4.0
21777,1.0
14175,2.0
13801,4.0
31338,3.0
24165,4.0
51248,3.5
46143,4.5
16114,4.5
34643,2.0
45771,4.0
22288,4.5
19719,5.0
45408,3.5
41525,4.5
16623,2.0
58304,5.0
18925,4.0
35272,4.0
3291,4.0
48175,4.0
27640,3.0
8774,4.0
18360,4.0
38511,4.0
12737,2.5
31676,3.0
21442,3.5
32183,5.0
43765,1.0
7589,2.0
34250,4.0
35395,4.0
59478,3.0
22072,4.5
37317,4.0
57131,3.0
36370,3.0
46243,3.0
48256,3.5
42404,2.5
41730,3.0
26156,5.0
46250,3.0
47669,1.5
2394,2.5
32671,2.0
26923,3.0
19824,4.0
20743,3.0
34456,0.5
12501,4.5
17940,4.0
29296,1.0
36058,4.5
15706,3.5
52743,2.0
35264,4.0
43890,3.0
5861,4.0
59566,3.0
39085,2.0
5798,4.0
20357,5.0
15426,3.0
27797,3.0
8084,3.0
3449,3.5
7518,4.5
39895,4.0
57498,2.0
5482,3.0
41044,4.0
36611,3.0
3452,1.0
47975,4.0
55151,5.0
31982,4.0
12583,4.0
9393,5.0
15881,1.5
49923,3.5
30948,4.5
27709,5.0
53599,4.0
22675,0.5
14031,4.0
9545,5.0
31241,3.5
43457,3.5
26022,4.5
5619,3.0
39474,2.0
39215,4.5
53094,3.5
6630,3.5
18037,4.0
16205,1.5
4833,4.0
39213,5.0
11517,3.5
42498,2.0
16213,4.5
4705,3.0
24314,4.0
33320,3.5
42073,4.0
34565,3.5
5236,4.0
10682,4.0
32408,5.0
19075,5.0
23486,3.0
3873,4.0
17552,4.0
56418,4.0
8532,5.0
36667,4.5
50599,3.0
46481,2.5
13693,3.5
33055,4.0
43786,4.0
6165,5.0
45983,3.0
23669,4.0
38252,3.5
26246,0.5
37726,4.0
42700,4.0
41847,3.5
16356,4.0
19195,2.0
37824,3.5
19419,2.0
49518,3.0
31659,4.5
46998,4.0
38612,2.5
25446,3.5
25716,1.0
3693,3.5
24184,3.0
3987,3.0
28400,2.5
41718,3.0
57830,4.0
40844,3.0
31572,3.0
48798,4.0
12086,5.0
35375,1.0
46422,4.0
38380,3.0
32231,3.5
30954,3.0
7316,4.5
9798,4.0
13502,5.0
16109,3.5
14730,3.0
9013,3.0
39705,5.0
11636,4.0
2310,3.0
51913,4.0
46395,5.0
47772,3.0
52923,4.0
18676,4.5
10501,3.5
32988,0.5
16936,4.5
8199,2.5
8116,3.5
36367,1.0
13165,5.0
28284,2.5
40116,3.0
8600,3.0
14263,4.0
56447,3.0
42851,4.5
38616,4.0
42411,4.0
18938,4.0
28681,3.0
48651,3.0
28553,5.0
58161,4.5
14942,3.0
5077,3.5
33910,3.5
38703,3.5
22937,2.0
18934,5.0
27813,3.0
41068,3.5
17767,3.5
59310,4.0
26197,3.0
42559,3.5
44248,1.0
40556,4.0
5115,4.0
23484,4.5
43930,4.0
1187,5.0
16966,3.5
7987,4.0
7276,4.0
5248,4.0
17919,3.0
18493,4.5
1649,4.0
54726,4.5
10155,1.5
32137,3.0
9657,4.0
53442,2.5
44600,4.5
52126,4.0
18892,5.0
58413,4.0
53764,3.0
29471,4.5
29564,4.0
20230,4.0
41273,2.0
45136,4.0
9656,2.5
46301,5.0
25024,3.5
11937,2.5
53900,3.5
12174,5.0
17140,3.0
42085,4.0
51708,4.0
25066,5.0
6261,1.0
10041,4.0
18838,4.0
24334,4.5
26157,2.0
26639,4.0
4659,5.0
3237,3.5
11451,3.5
10832,4.5
22234,4.0
48482,0.5
13737,4.0
29194,5.0
51872,2.5
17705,4.0
1529,0.5
37490,0.5
58811,1.0
42001,4.0
47087,2.0
20677,2.0
1915,1.0
15147,3.0
43672,2.0
14049,3.0
21852,4.0
48289,3.0
28379,3.5
5041,4.0
22154,0.5
1279,5.0
34196,3.0
53112,1.0
12433,1.5
49394,5.0
39596,1.5
27255,3.0
53618,4.5
36840,4.5
58285,2.0
253,5.0
57315,3.5
28671,5.0
44948,4.0
2666,4.0
45450,3.5
36157,4.0
54866,5.0
22608,4.0
26638,3.0
57942,4.0
8137,4.0
22218,1.0
34368,4.0
25262,3.0
20595,3.0
20146,5.0
13512,4.0
32389,5.0
12548,4.5
5850,3.5
52578,4.0
39860,4.0
1896,4.0
30140,1.0
51117,5.0
27475,2.0
50639,2.0
57555,2.0
16667,3.5
42235,3.0
54415,3.0
19278,3.0
27226,3.0
29437,4.0
12199,5.0
36824,4.0
55903,0.5
1299,4.0
7383,3.5
15246,4.0
51013,2.5
28811,4.0
44031,1.5
2249,5.0
20203,3.0
27886,5.0
22276,1.0
3680,4.0
33238,4.0
47937,2.5
56212,3.5
11032,2.0
32745,5.0
41202,4.0
5600,4.0
9251,3.5
5550,3.0
40151,3.5
42364,4.0
7949,4.0
10756,5.0
45474,4.0
29278,1.5
4412,3.0
13146,2.0
34801,2.0
45822,4.0
13150,4.5
23528,4.0
17998,5.0
55509,1.0
54308,3.0
57230,5.0
30775,4.0
7114,5.0
